Time	HMO	HEXOSE	SUCCINATE	FORMATE
24,9	14.3446918232731	12.847289145977	9.3827135342149	5.99392584600511
25	13.528329183194	13.3025517091131	9.33715415228323	5.98985040279437
25,1	12.7537496990435	13.7255833167113	9.29369444261004	5.98754460601212
25,2	12.0185301956471	14.1181781318231	9.25234225098199	5.98697557714397
25,3	11.3204426353878	14.4817619179698	9.21309359504295	5.9881099257702
25,4	10.6574341608955	14.8174695417792	9.17593062536278	5.99090932552229
25,5	10.0276103795431	15.1262034118012	9.14082096765721	5.99532787375044
25,6	9.42922097814687	15.408678768977	9.10771798610987	6.00131069638006
25,7	8.86064709456083	15.6654596356879	9.07656163791836	6.00879341090168
25,8	8.32039005991587	15.8969879987362	9.04727968540943	6.01770217101894
25,9	7.80706123736684	16.1036080293851	9.01978910212486	6.02795409670305
26	7.31937275500039	16.2855866332752	8.99399755985726	6.03945795131111
26,1	6.85612897921998	16.4431312717436	8.96980491994777	6.05211496904026
26,2	6.41621860964263	16.5764057458392	8.94710467817302	6.06581976576614
26,3	5.99860730251479	16.685544450497	8.92578533113326	6.08046128752055
26,4	5.60233074996868	16.7706654672258	8.9057316453034	6.09592376588086
26,5	5.22648815899368	16.8318827552658	8.88682581933429	6.11208766009713
26,6	4.87023608797621	16.8693176143029	8.8689485368731	6.12883057312194
26,7	4.5327826108053	16.883109520427	8.85197991187773	6.1460281337314
26,8	4.21338178928729	16.8734263772147	8.83580033167159	6.16355484028755
26,9	3.9113284441879	16.8404741732385	8.82029120519797	6.18128486386295
27	3.62595322369063	16.7845059947402	8.80533562534361	6.19909280977354
27,1	3.35661797537975	16.7058303072392	8.79081895498083	6.21685443729912
27,2	3.10271143389066	16.6048183926855	8.77662934663698	6.23444733770073
27,3	2.86364524093319	16.4819108099794	8.76265820551104	6.2517515707116
27,4	2.63885031728128	16.3376227370318	8.74880060496767	6.26865025959095
27,5	2.42777360734542	16.1725480527643	8.73495566268596	6.28503014466593
27,6	5.93969282048745	16.1571729803345	8.71977868677533	6.30147559950249
27,7	9.58417983469115	16.376331141622	8.70189053116418	6.31823176625778
27,8	13.0466040920585	16.7029423190129	8.68182658290316	6.33488139938552
27,9	16.3439224675328	17.0861670978378	8.65994296686053	6.35136971449844
28	19.4877829432448	17.5005501961711	8.63651627083354	6.36773266072589
28,1	18.7504603072743	17.9142759515847	8.61288377916883	6.38466245568408
28,2	17.7207671342373	18.3000395511745	8.59065529023216	6.40302486626641
28,3	16.742656945456	18.659439007982	8.56983913679211	6.42279250497425
28,4	15.8131194556742	18.9937366046856	8.55045635256991	6.44395564810391
28,5	14.929380549375	19.3038799971954	8.53253035729809	6.46651059605
28,6	14.0888808512871	19.5905635379393	8.5160800089055	6.4904520088149
28,7	13.289257074727	19.8542759925213	8.50111526078506	6.51576786964412
28,8	12.5283255424783	20.0953384216999	8.4876346908921	6.54243635088591
28,9	11.8040674541757	20.3139348493168	8.47562434981078	6.57042403866379
29	11.1146155852593	20.5101375928919	8.46505751826974	6.59968511620489
29,1	10.4582421757932	20.6839286311041	8.45589507462575	6.63016121466488
29,2	9.83334781831105	20.8352180311729	8.44808625555011	6.66178172158249
29,3	9.23845119085166	20.9638602065888	8.44156965452265	6.69446439692437
29,4	8.67217950943551	21.069668589174	8.43627434789916	6.7281161903017
29,5	8.13325959641209	21.1524291580867	8.43212107139055	6.76263418451472
29,6	7.62050947931834	21.2119131581277	8.42902339395259	6.79790661329197
29,7	7.13283045038864	21.2478892510363	8.42688885372782	6.8338139173133
29,8	6.66919953050404	21.2601352698174	8.42562003358118	6.87022981409668
29,9	6.22866229373347	21.2484496830001	8.42511556323076	6.90702236537271
30	5.81032602007562	21.2126628200527	8.42527104194011	6.9440550311081
30,1	5.41335315477543	21.1526478612555	8.42597987936758	6.9811877030699
30,2	5.03695506274246	21.0683315587632	8.42713404946425	7.01827771344916
30,3	4.68038607615102	20.9597045819519	8.42862477675826	7.0551808154681
30,4	4.34293784219033	20.8268313581421	8.4303431671713	7.0917521330826
30,5	4.02393398587971	20.6698592653894	8.43218078440931	7.12784707748397
30,6	3.72272510964222	20.4890269964649	8.43403018117585	7.16332222832643
30,7	3.4386841566537	20.2846718937888	8.43578539525161	7.19803617751176
30,8	3.17120216851893	20.0572360457107	8.4373424201573	7.23185033321038
30,9	2.91968446925671	19.8072709357401	8.43859965926729	7.26462968166905
31	2.68354730663727	19.5354404493929	8.43945837088217	7.29624350429985
31,1	6.1696406456453	19.4214273206804	8.43847583241246	7.32768993933224
31,2	9.78358639651176	19.567076880008	8.43419697266584	7.35948982532272
31,3	13.2117051328996	19.8417342166097	8.42724833601352	7.39096694247622
31,4	16.4721435071129	20.1891748297246	8.41804851134877	7.42198495042805
31,5	19.5774234602606	20.5799238129307	8.40691429172122	7.45255576665808
31,6	18.801758526955	20.9739334141169	8.39521756219328	7.4834083588785
31,7	17.7359573808226	21.3355421856029	8.38459116496914	7.51545377162672
31,8	16.7239198120738	21.666371576662	8.37504753884904	7.54864895490793
31,9	15.7625866348944	21.9676980773976	8.36661091866171	7.58297014844534
32	14.8491414833753	22.2404659460139	8.3593078426141	7.61840017082623
32,1	13.9809883843113	22.4853536969202	8.35316060367057	7.65492011239383
32,2	13.1557321116895	22.7028269040164	8.34818308716815	7.69250382606599
32,3	12.3711607186844	22.8931810309646	8.34437833467162	7.73111446620184
32,4	11.6252298209953	23.0565768872694	8.34173733230503	7.77070250892219
32,5	10.9160483167774	23.1930705806663	8.34023864970398	7.81120483316043
32,6	10.2418653028945	23.3026393364593	8.33984865498553	7.85254455375821
32,7	9.60105799989888	23.3852041983449	8.34052210633749	7.89463138206591
32,8	8.99212053732162	23.4406503634856	8.34220297700915	7.9373623517618
32,9	8.41365348131272	23.4688457066335	8.34482541210769	7.98062279316317
33	7.86435401130047	23.4696578943629	8.34831474631161	8.02428747234814
33,1	7.3430066729397	23.4429703679987	8.35258853423771	8.06822183517732
33,2	6.84847465233472	23.3886973739796	8.35755756188179	8.11228331324933
33,3	6.3796915320649	23.3067981373892	8.36312681988025	8.15632266077761
33,4	5.93565350333766	23.1972902044598	8.36919642846332	8.20018529970172
33,5	5.51541202086185	23.0602619207012	8.37566251071361	8.24371265606148
33,6	5.11806689784003	22.895883961693	8.38241801568362	8.2867434745268
33,7	4.74275984776578	22.7044197931074	8.38935349645161	8.3291151005605
33,8	4.38866848733924	22.4862349054064	8.39635785056471	8.37066472142795
33,9	4.05500082057612	22.2418046475282	8.40331903169025	8.41123055847966
34	3.74099022784613	21.9717204736665	8.41012474176948	8.45065300406123
34,1	3.44589098490207	21.6766944189187	8.41666311260474	8.48877569721959
34,2	3.16897433576313	21.3575616339882	8.42282338466335	8.52544653318339
34,3	2.90952513949234	21.0152808366926	8.42849658901146	8.56051860245657
34,4	2.6668391044976	20.65093257855	8.43357623578544	8.59385105628659
34,5	2.44022061519976	20.265715277088	8.43795900959411	8.62530989622715
34,6	5.92905977049409	20.0737112604066	8.44013575297895	8.65656567058362
34,7	9.53339490657754	20.2023827315583	8.4386015589315	8.68867769271328
34,8	12.9444304086584	20.4977275349754	8.43413353925513	8.72070985734457
